theta_A,theta_I,top,num_users,seed_size,user_id,user_A,user_I,targeted
0.5,2.8660999999999923,60,1,1,142,1.0,6.0500000000000105,True
0.5,2.865699999999998,60,2,2,9546,1.0,6.220599999999975,True
0.5,2.8652999999999995,60,3,3,2703,1.0,4.851699999999993,True
0.5,2.8652999999999995,60,4,3,4379,0,1.774899999999995,False
0.5,2.8652999999999995,60,5,3,2560,0,2.3282000000000007,False
0.5,2.8652999999999995,60,6,3,6193,0,2.8330999999999893,False
0.5,2.8652999999999995,60,7,3,4498,0,1.362799999999998,False
0.5,2.8652999999999893,60,8,4,11077,1.0,3.6866000000000017,True
0.5,2.8647000000000036,60,9,5,2594,1.0,21.51990000000004,True
0.5,2.863800000000004,60,10,6,3822,1.0,18.591699999999953,True
0.5,2.8637000000000024,60,11,7,4339,1.0,3.245500000000009,True
0.5,2.8627999999999965,60,12,8,486,1.0,72.23350000000052,True
0.5,2.8615999999999957,60,13,9,565,1.0,76.2444999999999,True
0.5,2.8615999999999957,60,14,9,11227,0,1.5878000000000014,False
0.5,2.861200000000011,60,15,10,11879,1.0,2.9801999999999977,True
0.5,2.861099999999997,60,16,11,6839,1.0,4.7701999999999956,True
0.5,2.861099999999997,60,17,11,7312,0,1.6854999999999996,False
0.5,2.861099999999997,60,18,11,10989,0,2.4227000000000123,False
0.5,2.860900000000011,60,19,12,11018,1.0,3.2483000000000097,True
0.5,2.860900000000011,60,20,12,4937,0.0028460621618174864,1.468600000000003,False
0.5,2.8606999999999934,60,21,13,2124,1.0,24.785600000000127,True
0.5,2.860499999999994,60,22,14,59,1.0,2.8828999999999856,True
0.5,2.8602999999999996,60,23,15,11253,1.0,3.0,True
0.5,2.8602999999999996,60,24,15,262,0.0010368047024335025,2.575600000000007,False
0.5,2.8602999999999996,60,25,15,9675,0,1.6440000000000012,False
0.5,2.859200000000015,60,26,16,10168,1.0,6.158899999999995,True
0.5,2.859000000000001,60,27,17,6128,1.0,4.5703999999999905,True
0.5,2.8574999999999946,60,28,18,2101,1.0,5.622800000000021,True
0.5,2.8574999999999924,60,29,19,2209,1.0,9.653100000000011,True
0.5,2.8574000000000104,60,30,20,1386,1.0,6.519899999999995,True
0.5,2.8574000000000104,60,31,20,4657,0.0003672989962421047,1.6312000000000015,False
0.5,2.8574000000000104,60,32,20,11694,0,1.7763000000000009,False
0.5,2.8574000000000104,60,33,20,7223,0.0037595173121652836,2.2800999999999947,False
0.5,2.857199999999986,60,34,21,9001,1.0,5.217000000000017,True
0.5,2.857199999999986,60,35,21,9292,0,2.6175000000000224,False
0.5,2.856700000000011,60,36,22,3587,1.0,8.057500000000013,True
0.5,2.8562999999999987,60,37,23,8505,1.0,2.9831999999999956,True
0.5,2.856100000000009,60,38,24,11795,1.0,4.140999999999992,True
0.5,2.854399999999994,60,39,25,2796,1.0,7.8008999999999995,True
0.5,2.8537999999999926,60,40,26,1071,1.0,12.813600000000037,True
0.5,2.8537000000000026,60,41,27,11174,1.0,3.087299999999991,True
0.5,2.8536999999999857,60,42,28,7342,1.0,4.061999999999978,True
0.5,2.8536999999999857,60,43,28,4318,0.0038829650996655696,1.3526000000000014,False
0.5,2.8536999999999857,60,44,28,10911,0.0033247698547048676,1.4344000000000032,False
0.5,2.853400000000007,60,45,29,2438,1.0,3.2269000000000054,True
0.5,2.853399999999993,60,46,30,4312,1.0,10.474500000000061,True
0.5,2.853300000000011,60,47,31,5787,1.0,6.700399999999999,True
0.5,2.853300000000011,60,48,31,11966,0,2.2601000000000018,False
0.5,2.853300000000011,60,49,31,4800,0.0015137711200450266,2.2663999999999977,False
0.5,2.853099999999998,60,50,32,10318,1.0,7.987099999999989,True
0.5,2.853099999999998,60,51,32,10797,0,1.80850000000001,False
0.5,2.853099999999998,60,52,32,10433,0,2.2314999999999925,False
