theta_A,theta_I,top,num_users,seed_size,user_id,user_A,user_I,targeted
0.5,2.2527999999999815,65,1,0,4505,0,2.0,False
0.5,2.2527999999999815,65,2,0,14238,0,1.6385,False
0.5,2.2527999999999815,65,3,0,7750,0,2.0,False
0.5,2.252700000000007,65,4,1,7352,1.0,3.609099999999997,True
0.5,2.2527000000000017,65,5,2,4809,1.0,2.264600000000005,True
0.5,2.2527,65,6,3,7777,1.0,2.4176000000000037,True
0.5,2.2526999999999986,65,7,4,596,1.0,5.326699999999998,True
0.5,2.252699999999993,65,8,5,5552,1.0,2.978800000000002,True
0.5,2.2526999999999884,65,9,6,11013,1.0,3.5864999999999903,True
0.5,2.2526999999999884,65,10,6,8737,0,2.0,False
0.5,2.252600000000015,65,11,7,2190,1.0,2.409700000000008,True
0.5,2.2526000000000064,65,12,8,2796,1.0,12.921599999999996,True
0.5,2.2526000000000064,65,13,8,13800,0,1.9948000000000083,False
0.5,2.252600000000004,65,14,9,11983,1.0,2.6487999999999974,True
0.5,2.252600000000004,65,15,9,3452,0,1.9943999999999993,False
0.5,2.252600000000004,65,16,9,12748,0,2.0,False
0.5,2.252600000000004,65,17,9,2593,0,2.0,False
0.5,2.252600000000004,65,18,9,7468,0,1.6277999999999984,False
0.5,2.252600000000001,65,19,10,8734,1.0,3.1099000000000045,True
0.5,2.2526,65,20,11,6456,1.0,6.0345999999999735,True
0.5,2.2525999999999997,65,21,12,14112,1.0,2.465200000000002,True
0.5,2.2525999999999984,65,22,13,3379,1.0,2.720800000000014,True
0.5,2.2525999999999975,65,23,14,474,1.0,40.65269999999997,True
0.5,2.252599999999988,65,24,15,496,1.0,2.8495999999999997,True
0.5,2.2525000000000177,65,25,16,4381,1.0,3.6294000000000013,True
0.5,2.2525000000000057,65,26,17,12697,1.0,2.5691999999999835,True
0.5,2.2525000000000057,65,27,17,12319,0,2.0,False
0.5,2.252500000000003,65,28,18,621,1.0,7.567000000000035,True
0.5,2.252500000000003,65,29,18,458,0,1.6638,False
0.5,2.252500000000003,65,30,18,1786,0,1.684300000000001,False
0.5,2.252500000000003,65,31,18,12332,0,1.9949999999999957,False
0.5,2.252500000000003,65,32,18,3757,0,1.8969999999999987,False
0.5,2.2525000000000004,65,33,19,295,1.0,12.377799999999974,True
0.5,2.2524999999999986,65,34,20,3641,1.0,19.76109999999998,True
0.5,2.2524999999999977,65,35,21,5883,1.0,2.865200000000003,True
0.5,2.2524999999999977,65,36,22,9575,1.0,2.400299999999992,True
0.5,2.252400000000016,65,37,23,6017,1.0,2.8433999999999924,True
0.5,2.2524000000000077,65,38,24,11159,1.0,3.012699999999994,True
0.5,2.252400000000006,65,39,25,8198,1.0,2.36959999999999,True
0.5,2.252400000000006,65,40,26,11460,1.0,2.4034999999999873,True
0.5,2.252400000000002,65,41,27,12469,1.0,3.480800000000014,True
0.5,2.252400000000002,65,42,27,4225,0,2.0,False
0.5,2.252400000000001,65,43,28,4058,1.0,3.076399999999996,True
0.5,2.252400000000001,65,44,28,2827,0.0625,1.547300000000006,False
0.5,2.252400000000001,65,45,28,12314,0,2.2464999999999975,False
0.5,2.2524000000000006,65,46,29,8136,1.0,3.045800000000011,True
0.5,2.2523999999999975,65,47,30,8395,1.0,6.7156999999999965,True
0.5,2.2523999999999975,65,48,30,3705,0,2.0,False
0.5,2.2523999999999975,65,49,30,3484,0.0076661710232727165,1.729700000000004,False
0.5,2.2523999999999935,65,50,31,7399,1.0,3.480999999999998,True
0.5,2.2523000000000146,65,51,32,2457,1.0,2.813299999999999,True
0.5,2.2523000000000146,65,52,32,11948,0,2.013999999999998,False
0.5,2.252300000000002,65,53,33,11838,1.0,3.0,True
0.5,2.2522999999999906,65,54,34,14302,1.0,2.4664999999999977,True
0.5,2.25229999999999,65,55,35,14054,1.0,3.837100000000003,True
0.5,2.2522999999999898,65,56,36,12603,1.0,3.0017000000000063,True
0.5,2.252200000000011,65,57,37,2332,1.0,3.7859000000000043,True
0.5,2.2522000000000104,65,58,38,11821,1.0,2.389100000000007,True
0.5,2.2522000000000104,65,59,38,8190,0,2.2482999999999955,False
0.5,2.2522000000000055,65,60,39,13269,1.0,2.745999999999996,True
0.5,2.2522,65,61,40,9744,1.0,6.3317999999999905,True
0.5,2.2521999999999975,65,62,41,5007,1.0,11.87190000000005,True
0.5,2.252199999999993,65,63,42,2691,1.0,2.341,True
0.5,2.2521999999999847,65,64,43,12890,1.0,3.6622999999999997,True
0.5,2.252100000000006,65,65,44,13919,1.0,2.314399999999991,True
0.5,2.252100000000006,65,66,44,6793,0,2.0069999999999997,False
0.5,2.2521000000000058,65,67,45,5926,1.0,2.316900000000001,True
0.5,2.2521000000000058,65,68,45,8466,0,2.0059999999999856,False
0.5,2.2521000000000058,65,69,45,2443,0.042642732319992716,1.5693999999999935,False
0.5,2.2521,65,70,46,7231,1.0,8.169800000000047,True
0.5,2.2520999999999978,65,71,47,7207,1.0,5.425599999999994,True
0.5,2.2520999999999964,65,72,48,902,1.0,3.477500000000015,True
0.5,2.252099999999992,65,73,49,13089,1.0,2.322299999999992,True
0.5,2.2520000000000087,65,74,50,10418,1.0,2.5014,True
0.5,2.2520000000000087,65,75,50,10970,0,2.0,False
0.5,2.2520000000000087,65,76,50,13590,0,1.5207999999999986,False
0.5,2.252000000000006,65,77,51,672,1.0,3.1480000000000046,True
0.5,2.252000000000006,65,78,51,1679,0,2.0,False
0.5,2.252000000000003,65,79,52,1353,1.0,3.278999999999999,True
0.5,2.252000000000003,65,80,52,9462,0,1.9216000000000053,False
0.5,2.252000000000001,65,81,53,6875,1.0,3.3009000000000053,True
0.5,2.2520000000000002,65,82,54,670,1.0,4.3711,True
0.5,2.251999999999993,65,83,55,12679,1.0,2.2646999999999933,True
0.5,2.2519000000000062,65,84,56,3164,1.0,14.956799999999962,True
0.5,2.2519000000000062,65,85,56,5050,0,2.2504000000000066,False
0.5,2.2519000000000062,65,86,56,4217,0,2.2462000000000133,False
0.5,2.2519000000000062,65,87,56,14476,0,1.6393000000000018,False
0.5,2.2518999999999982,65,88,57,12871,1.0,2.519299999999998,True
0.5,2.2518000000000105,65,89,58,285,1.0,8.097099999999967,True
0.5,2.25180000000001,65,90,59,3179,1.0,3.9446999999999974,True
0.5,2.25180000000001,65,91,59,11474,0,2.0,False
0.5,2.25180000000001,65,92,60,5319,1.0,2.7700000000000053,True
0.5,2.25180000000001,65,93,60,2048,0,1.934300000000003,False
0.5,2.25180000000001,65,94,60,7132,0,2.0,False
0.5,2.25180000000001,65,95,60,2594,0,2.0,False
0.5,2.25180000000001,65,96,60,11727,0,2.0,False
0.5,2.2518000000000034,65,97,61,8961,1.0,3.4143999999999766,True
0.5,2.2518000000000034,65,98,61,14266,0,2.0,False
0.5,2.2518000000000034,65,99,61,1214,0,1.6108,False
0.5,2.2518000000000034,65,100,61,4101,0,2.240199999999999,False
0.5,2.2518000000000034,65,101,61,1508,0,1.8196000000000014,False
0.5,2.251800000000001,65,102,62,7045,1.0,3.280600000000004,True
0.5,2.251800000000001,65,103,62,12985,0,2.0,False
0.5,2.251800000000001,65,104,62,12390,0,2.0,False
0.5,2.2517999999999967,65,105,63,2265,1.0,3.173399999999995,True
0.5,2.251700000000006,65,106,64,5735,1.0,4.43330000000002,True
0.5,2.2517000000000014,65,107,65,10026,1.0,5.381299999999996,True
0.5,2.251699999999997,65,108,66,6725,1.0,5.257899999999987,True
0.5,2.251699999999996,65,109,67,13810,1.0,2.5380000000000127,True
0.5,2.2516999999999783,65,110,68,6684,1.0,11.146200000000038,True
0.5,2.2516000000000083,65,111,69,13185,1.0,3.395099999999993,True
0.5,2.2515999999999976,65,112,70,11505,1.0,3.059200000000003,True
0.5,2.2515000000000085,65,113,71,14654,1.0,2.5352000000000054,True
0.5,2.2515000000000045,65,114,72,1172,1.0,4.8615,True
0.5,2.2515000000000005,65,115,73,3977,1.0,4.181600000000021,True
0.5,2.2515000000000005,65,116,73,10047,0,2.0,False
0.5,2.2514999999999983,65,117,74,2932,1.0,10.538200000000014,True
0.5,2.2514999999999983,65,118,74,8870,0,1.6592999999999987,False
0.5,2.2514999999999974,65,119,75,1292,1.0,19.89280000000006,True
0.5,2.2514999999999974,65,120,75,2671,0,2.0,False
0.5,2.2514999999999974,65,121,76,1866,1.0,2.9441000000000006,True
0.5,2.2514999999999974,65,122,76,14627,0,2.0,False
0.5,2.2514999999999894,65,123,77,13602,1.0,2.2574999999999967,True
0.5,2.251400000000006,65,124,78,1164,1.0,4.381699999999998,True
0.5,2.251400000000002,65,125,79,6639,1.0,2.777799999999999,True
0.5,2.2513999999999985,65,126,80,2622,1.0,11.981399999999928,True
0.5,2.251399999999998,65,127,81,7493,1.0,4.47100000000002,True
0.5,2.251399999999996,65,128,82,9414,1.0,2.749099999999989,True
0.5,2.251399999999993,65,129,83,9865,1.0,3.675300000000009,True
0.5,2.2513999999999874,65,130,84,13755,1.0,2.683799999999992,True
0.5,2.251399999999986,65,131,85,8502,1.0,5.489399999999987,True
0.5,2.2513999999999856,65,132,86,568,1.0,2.4002999999999988,True
0.5,2.2513000000000076,65,133,87,3474,1.0,7.865499999999984,True
0.5,2.2512999999999996,65,134,88,6686,1.0,3.6602000000000006,True
0.5,2.251299999999996,65,135,89,4016,1.0,2.6371999999999995,True
0.5,2.2512999999999947,65,136,90,2986,1.0,4.604699999999996,True
0.5,2.2512999999999934,65,137,91,3852,1.0,7.831500000000009,True
0.5,2.2512999999999894,65,138,92,5608,1.0,2.466199999999992,True
0.5,2.251200000000005,65,139,93,9786,1.0,2.8220000000000045,True
0.5,2.251200000000005,65,140,93,11970,0,1.9589000000000005,False
0.5,2.2511999999999985,65,141,94,795,1.0,4.315299999999999,True
0.5,2.2511999999999897,65,142,95,12292,1.0,3.475100000000008,True
0.5,2.251199999999988,65,143,96,7323,1.0,4.231000000000006,True
0.5,2.251100000000006,65,144,97,11060,1.0,3.0005000000000033,True
0.5,2.251100000000004,65,145,98,4116,1.0,3.176499999999994,True
0.5,2.251100000000003,65,146,99,4783,1.0,5.348899999999999,True
0.5,2.2511000000000028,65,147,100,7215,1.0,2.721100000000012,True
0.5,2.251100000000002,65,148,101,5524,1.0,2.4675000000000025,True
0.5,2.251099999999996,65,149,102,3674,1.0,2.946799999999992,True
0.5,2.251099999999996,65,150,102,12218,0.5540037168213983,2.340700000000003,False
0.5,2.2510999999999872,65,151,103,5687,1.0,2.5812000000000066,True
0.5,2.2510999999999872,65,152,103,9881,0.007692307692307665,2.158200000000006,False
0.5,2.2510000000000048,65,153,104,4357,1.0,3.962500000000001,True
0.5,2.251000000000001,65,154,105,14485,1.0,2.4465999999999966,True
0.5,2.251000000000001,65,155,105,12202,0,2.0,False
0.5,2.251000000000001,65,156,105,3510,0,1.7336000000000027,False
0.5,2.251000000000001,65,157,106,12070,1.0,2.5951999999999944,True
0.5,2.251000000000001,65,158,106,12472,0,2.0,False
0.5,2.2510000000000003,65,159,107,3397,1.0,5.652500000000021,True
0.5,2.250999999999993,65,160,108,12805,1.0,3.1034999999999906,True
0.5,2.2509000000000103,65,161,109,465,1.0,7.807899999999996,True
0.5,2.2509000000000103,65,162,110,840,1.0,2.8828000000000036,True
0.5,2.2509000000000103,65,163,110,2954,0,1.5108000000000037,False
0.5,2.2509000000000103,65,164,110,9453,0.369791609375,1.6417999999999975,False
0.5,2.2509000000000103,65,165,110,2650,0.0470521077097501,1.840100000000002,False
0.5,2.250900000000006,65,166,111,8334,1.0,2.2590000000000066,True
0.5,2.250899999999999,65,167,112,8118,1.0,2.473899999999997,True
0.5,2.250899999999999,65,168,112,6155,0.111110888889,1.893400000000006,False
0.5,2.250899999999999,65,169,112,8537,0,2.0,False
0.5,2.250899999999999,65,170,112,5694,0,2.0805999999999942,False
0.5,2.2508999999999935,65,171,113,2496,1.0,3.4436999999999887,True
0.5,2.2508999999999895,65,172,114,11780,1.0,3.7160999999999897,True
0.5,2.2508999999999895,65,173,114,6811,0,2.0,False
0.5,2.2508999999999837,65,174,115,8736,1.0,3.5406000000000084,True
0.5,2.250800000000001,65,175,116,3744,1.0,2.939700000000005,True
0.5,2.2507999999999986,65,176,117,8988,1.0,3.1330999999999913,True
0.5,2.250799999999989,65,177,118,13926,1.0,3.8393000000000037,True
0.5,2.2507000000000077,65,178,119,2357,1.0,2.418800000000012,True
0.5,2.2507000000000055,65,179,120,5916,1.0,4.286699999999988,True
0.5,2.2507000000000033,65,180,121,7411,1.0,2.267499999999994,True
0.5,2.250700000000001,65,181,122,1464,1.0,6.2629000000000214,True
0.5,2.250700000000001,65,182,122,9545,0,1.6483999999999988,False
0.5,2.2506000000000044,65,183,123,8049,1.0,3.4344000000000046,True
0.5,2.250600000000003,65,184,124,7983,1.0,2.5992999999999955,True
0.5,2.250600000000001,65,185,125,1824,1.0,6.772399999999997,True
0.5,2.2505999999999995,65,186,126,12415,1.0,2.4746999999999932,True
0.5,2.2505999999999933,65,187,127,8604,1.0,4.0,True
0.5,2.2505999999999933,65,188,127,13235,0,2.0,False
0.5,2.25059999999999,65,189,128,1454,1.0,2.8667999999999916,True
0.5,2.25059999999999,65,190,128,11717,0,2.248199999999996,False
0.5,2.250500000000005,65,191,129,2642,1.0,3.5398999999999967,True
0.5,2.250500000000005,65,192,129,4581,0,1.8663000000000014,False
0.5,2.250500000000004,65,193,130,3176,1.0,2.5499999999999936,True
0.5,2.2504999999999873,65,194,131,14749,1.0,2.4995999999999974,True
0.5,2.2504999999999793,65,195,132,5928,1.0,3.563700000000006,True
0.5,2.2504000000000066,65,196,133,3261,1.0,3.5081999999999924,True
0.5,2.2504000000000026,65,197,134,5375,1.0,2.3243000000000076,True
0.5,2.250400000000001,65,198,135,2072,1.0,3.339099999999991,True
0.5,2.2503999999999884,65,199,136,11823,1.0,3.499000000000014,True
0.5,2.2503000000000153,65,200,137,3933,1.0,2.918100000000002,True
0.5,2.2503000000000153,65,201,137,9696,0,2.0,False
0.5,2.2503000000000113,65,202,138,4897,1.0,4.373900000000007,True
0.5,2.2503000000000113,65,203,138,14714,0.04935665575876014,2.194099999999992,False
0.5,2.2503000000000095,65,204,139,2644,1.0,6.228599999999998,True
0.5,2.2503000000000073,65,205,140,11300,1.0,2.8609999999999958,True
0.5,2.250300000000004,65,206,141,3212,1.0,13.125500000000013,True
0.5,2.250300000000004,65,207,141,7606,0.08333299999999999,1.5391000000000008,False
0.5,2.250300000000003,65,208,142,3050,1.0,6.260299999999978,True
0.5,2.250300000000003,65,209,142,12194,0,2.2324999999999955,False
0.5,2.2503000000000015,65,210,143,4635,1.0,5.279300000000004,True
0.5,2.2503000000000015,65,211,143,6747,0,2.0152000000000063,False
0.5,2.250299999999999,65,212,144,2826,1.0,3.184900000000023,True
0.5,2.250299999999999,65,213,144,9928,0,2.0,False
0.5,2.250299999999996,65,214,145,8274,1.0,3.594100000000013,True
0.5,2.250299999999996,65,215,145,1949,0.13647533141447366,1.78500000000001,False
0.5,2.250299999999996,65,216,145,8896,0,2.0,False
0.5,2.250299999999996,65,217,145,8583,0,2.0,False
0.5,2.2502000000000044,65,218,146,7863,1.0,5.707900000000002,True
0.5,2.2502000000000044,65,219,146,11369,0,2.0,False
0.5,2.250200000000003,65,220,147,1859,1.0,5.418799999999978,True
0.5,2.250200000000003,65,221,148,876,1.0,8.180800000000003,True
0.5,2.250199999999997,65,222,149,7368,1.0,5.5470000000000015,True
0.5,2.2501999999999875,65,223,150,1613,1.0,2.3408000000000118,True
0.5,2.2501999999999875,65,224,150,4196,0,2.0,False
0.5,2.2501999999999875,65,225,150,12335,0,1.5808999999999973,False
0.5,2.2501000000000033,65,226,151,7062,1.0,2.2545000000000033,True
0.5,2.250000000000003,65,227,152,50,1.0,4.077400000000009,True
0.5,2.249999999999999,65,228,153,4566,1.0,2.3246000000000095,True
0.5,2.2499000000000073,65,229,154,8,1.0,19.4851,True
0.5,2.2499000000000073,65,230,154,3825,0,2.0,False
0.5,2.249900000000006,65,231,155,4183,1.0,3.040800000000017,True
